Gender,Married,Dependents,Education,Self_Employed,Loan_Amount_Term,Credit_History,ApplicantIncome_log,CoapplicantIncome_log,LoanAmount_log,Total_Income_log,Property_Area_Semiurban,Property_Area_Urban
1,0,0,1,0,360.0,1.0,7.9355873855892,0.0,2.302585092994046,7.9355873855892,False,True
1,1,1,0,0,360.0,1.0,8.169336395928386,7.603897968521881,2.302585092994046,8.619027497297505,False,True
1,0,0,1,0,360.0,1.0,8.83724564389847,0.0,2.833213344056216,8.83724564389847,False,True
1,1,0,1,0,360.0,1.0,8.34924780056679,6.082218910376446,2.772588722239781,8.447628728030327,False,True
1,1,0,1,1,360.0,1.0,7.675081857716334,8.542470998600505,2.302585092994046,8.893023494394711,False,False
0,0,0,0,0,360.0,1.0,7.611842399580417,0.0,2.302585092994046,7.611842399580417,False,True
0,0,1,1,1,84.0,1.0,8.472405008626103,0.0,2.302585092994046,8.472405008626103,False,True
1,1,2,1,0,360.0,1.0,8.853093836138493,7.831617276352611,2.302585092994046,9.160519676992228,False,True
1,1,0,1,0,360.0,1.0,9.432683603119624,7.301147805856032,3.912023005428146,9.544739031650488,False,True
1,0,0,0,1,360.0,1.0,8.84937050375457,0.0,3.1354942159291497,8.84937050375457,True,False
0,1,0,1,0,360.0,1.0,7.307202314764738,7.735433352499688,2.302585092994046,8.236950048061455,True,False
1,1,0,1,0,360.0,1.0,8.992433087457218,7.759187438507795,2.8903717578961645,9.248021438943873,False,False
1,1,1,0,0,360.0,1.0,7.155396301896734,7.98514393119862,2.302585092994046,8.34687925374656,False,False
1,1,0,1,0,360.0,1.0,8.053251153549096,7.262628600974241,2.302585092994046,8.42704964156327,True,False
1,1,0,1,0,360.0,1.0,7.599401333415815,7.237059026124737,2.302585092994046,8.12740456269308,True,False
1,0,0,0,0,360.0,1.0,7.982757702011113,0.0,2.302585092994046,7.982757702011113,False,False
0,0,0,1,0,360.0,1.0,7.998335395952982,0.0,2.3978952727983707,7.998335395952982,False,True
1,1,2,1,0,360.0,0.0,7.506591780070841,7.249925536717988,2.302585092994046,8.079308192051961,True,False
1,1,0,1,0,360.0,1.0,9.442483307087192,7.166265974133638,2.6390573296152584,9.54014758947861,False,True
1,1,1,1,0,300.0,0.0,8.591743922680534,6.539585955617669,3.091042453358316,8.712430973476739,False,False
1,1,1,0,0,360.0,1.0,8.25582842728183,7.780720886117918,2.302585092994046,8.739216115061744,True,False
1,1,2,0,0,360.0,1.0,7.277938572945661,7.9868449011613825,2.302585092994046,8.386856689688234,True,False
1,1,0,1,0,360.0,1.0,9.048174321385792,7.601901959875166,3.4657359027997265,9.259511415982631,True,False
1,1,1,1,0,360.0,1.0,8.357259153499912,8.393894975071744,2.4849066497880004,9.068776807654396,False,True
1,1,0,1,1,360.0,1.0,8.049746290952191,7.422971251049421,2.302585092994046,8.477620416296414,False,True
1,1,2,0,1,60.0,1.0,7.910223707097344,6.530877627725885,2.302585092994046,8.134467570277563,True,False
1,1,0,0,0,360.0,0.0,8.83127373772255,6.418364935936212,2.302585092994046,8.916908467543795,True,False
0,1,0,1,0,360.0,1.0,7.348587530927593,6.692083742506628,2.302585092994046,7.765993079407675,True,False
1,1,2,1,0,360.0,1.0,8.575084669832014,7.13966033596492,2.302585092994046,8.788440957404593,False,False
1,1,0,1,0,180.0,0.0,8.159374736775426,7.267525427828172,2.3978952727983707,8.502688505213357,True,False
1,1,1,1,0,360.0,1.0,8.918382504661613,7.23561914106675,2.6390573296152584,9.088737550216932,False,False
1,1,2,1,0,360.0,0.0,8.408939605975984,7.431299675155903,2.4849066497880004,8.728102205062106,True,False
1,1,0,1,0,360.0,1.0,8.120291313968561,6.663132695990803,2.302585092994046,8.329416783939319,False,True
1,1,0,1,0,360.0,0.0,8.94389780251682,7.370230641807081,3.091042453358316,9.13216259091216,False,True
1,0,3,1,0,360.0,1.0,7.316548177182976,0.0,2.302585092994046,7.316548177182976,False,False
1,0,0,1,0,360.0,1.0,8.230044310126114,0.0,2.302585092994046,8.230044310126114,False,True
1,0,0,1,0,360.0,1.0,7.85979918056211,0.0,2.302585092994046,7.85979918056211,False,True
1,1,0,0,0,180.0,1.0,8.089175678837561,6.416732282512326,2.5649493574615367,8.261009786023827,False,False
1,0,1,0,0,360.0,1.0,9.128913373280454,0.0,3.4339872044851463,9.128913373280454,True,False
1,0,0,1,0,360.0,1.0,7.58629630715272,0.0,2.302585092994046,7.58629630715272,False,False
0,1,2,0,0,360.0,1.0,9.211639527707804,8.85893722196655,2.302585092994046,9.74384682996523,False,True
1,0,3,1,1,360.0,1.0,8.351610750626559,0.0,2.302585092994046,8.351610750626559,True,False
1,1,2,1,0,360.0,1.0,9.320001626185702,7.660585461703256,2.302585092994046,9.49408972140025,False,True
1,0,0,1,0,360.0,1.0,7.172424577124845,0.0,2.302585092994046,7.172424577124845,False,True
1,0,2,1,0,360.0,1.0,7.731053144007127,0.0,2.302585092994046,7.731053144007127,False,False
1,1,0,1,0,360.0,1.0,7.050122520269059,8.354674261918463,2.302585092994046,8.594524534352562,False,True
1,1,0,0,0,360.0,1.0,7.791522819150732,6.883462586413092,2.302585092994046,8.130059039992796,False,False
1,0,0,1,0,240.0,1.0,8.177515823846075,0.0,2.4849066497880004,8.177515823846075,True,False
1,1,0,1,0,480.0,0.0,7.970394907191429,7.792761720816526,2.3978952727983707,8.578476419833136,False,True
1,0,0,0,1,84.0,1.0,7.8050670442584895,0.0,2.302585092994046,7.8050670442584895,False,True
1,1,2,0,1,360.0,1.0,8.286017468404763,8.311398278436641,2.302585092994046,8.991811158212718,True,False
1,1,2,1,0,360.0,1.0,8.153637486385282,8.24301946898925,2.3978952727983707,8.892336539638013,False,True
1,1,1,0,0,360.0,1.0,8.589141690728821,7.402451520818244,2.9444389791664403,8.855378246041125,True,False
1,1,0,1,0,360.0,1.0,8.176672771948455,8.274357006756292,2.6390573296152584,8.91972065553706,False,False
1,1,1,1,0,360.0,1.0,8.462103225098277,6.645090969505644,2.302585092994046,8.612503371220562,False,True
1,1,0,0,0,360.0,1.0,7.731053144007127,7.594381242551817,2.302585092994046,8.357962965845681,False,True
1,1,0,1,0,360.0,1.0,8.022240916806537,7.687080155783135,2.302585092994046,8.561592778712921,True,False
0,1,0,1,0,360.0,0.0,8.281470857895167,6.853299093186078,2.302585092994046,8.496173824192162,False,True
1,1,0,1,0,360.0,1.0,8.574518258035507,6.75110146893676,2.995732273553991,8.72404474595347,False,True
1,1,0,1,0,360.0,1.0,7.390181428226429,8.937087036176523,2.302585092994046,9.129997619293643,False,True
1,0,3,1,0,360.0,1.0,8.272826003650401,0.0,2.302585092994046,8.272826003650401,False,False
1,1,2,1,0,84.0,0.0,8.262042843966942,8.395251520610994,2.70805020110221,9.023890304598448,True,False
1,1,0,1,0,360.0,0.0,8.750366278367625,5.950642552587727,2.3978952727983707,8.80926561216931,False,False
1,0,3,1,0,480.0,0.0,8.279950715722526,0.0,2.302585092994046,8.279950715722526,False,False
1,1,3,1,1,360.0,1.0,7.666221925662725,7.053585727193677,2.302585092994046,8.09894674894334,False,False
1,1,0,1,0,360.0,1.0,7.646353722445999,8.330863613224745,2.302585092994046,8.739055922830724,True,False
1,1,2,0,0,360.0,1.0,8.355144739461839,7.466227556215481,2.302585092994046,8.699348067653093,False,True
0,1,2,1,0,180.0,1.0,7.992268643270745,7.347299700743164,2.302585092994046,8.413830678421084,False,False
1,1,0,1,0,480.0,1.0,8.132706489693264,6.687108607866515,2.302585092994046,8.344029572407049,True,False
1,1,0,0,0,36.0,1.0,8.792245847467877,6.990256500493881,3.044522437723423,8.944811104165534,False,False
0,1,2,0,0,360.0,1.0,8.632127729508337,8.005033344637111,3.091042453358316,9.05998249038762,False,True
1,0,0,1,0,360.0,1.0,8.57810012631976,0.0,2.302585092994046,8.57810012631976,True,False
1,0,0,1,0,360.0,1.0,8.690810307580046,0.0,3.1780538303479458,8.690810307580046,True,False
1,1,0,1,0,360.0,1.0,8.667507952075105,6.782192056006791,2.833213344056216,8.808668062106715,False,False
0,0,0,1,0,360.0,1.0,8.358900612421644,0.0,2.302585092994046,8.358900612421644,True,False
0,0,2,1,0,360.0,1.0,8.713910628493924,0.0,2.302585092994046,8.713910628493924,False,True
1,1,0,0,0,360.0,1.0,8.209580483475577,7.6246189861593985,2.302585092994046,8.652248422409102,False,True
0,0,0,0,1,360.0,1.0,7.8383433155571165,0.0,2.302585092994046,7.8383433155571165,False,True
0,1,0,0,0,360.0,1.0,8.808966881771273,6.897704943128636,2.3978952727983707,8.946765374867635,False,False
0,0,3,0,0,360.0,1.0,8.671972245203792,0.0,2.772588722239781,8.671972245203792,False,False
1,0,0,1,0,360.0,1.0,8.824824939175638,0.0,2.302585092994046,8.824824939175638,True,False
1,0,3,1,0,84.0,1.0,7.946971357693591,0.0,2.302585092994046,7.946971357693591,False,True
1,1,0,1,0,360.0,1.0,7.749753406274437,7.814803429489359,2.302585092994046,8.475746001502063,False,True
1,1,1,1,0,480.0,0.0,9.49243184611472,6.85751406254539,3.49650756146648,9.561630845638076,False,True
0,1,3,1,0,360.0,1.0,7.840312983320164,7.908754738783246,2.302585092994046,8.568076401730806,False,True
0,0,0,0,0,360.0,1.0,8.715880102296456,0.0,3.1780538303479458,8.715880102296456,False,True
1,0,0,0,0,360.0,1.0,7.379008127628304,0.0,2.302585092994046,7.379008127628304,False,True
1,0,0,1,0,360.0,1.0,7.390181428226429,0.0,2.302585092994046,7.390181428226429,True,False
0,0,2,1,0,300.0,0.0,8.701346403039162,0.0,2.833213344056216,8.701346403039162,True,False
1,1,0,0,1,360.0,1.0,8.429454277108231,7.457609289715606,2.302585092994046,8.750207862525711,False,True
1,1,3,0,0,360.0,1.0,7.555381944240273,7.578145472419466,2.302585092994046,8.259716961021523,True,False
0,1,0,1,0,360.0,0.0,8.026496938945412,7.637234388789473,2.302585092994046,8.543640361431086,True,False
0,1,2,1,0,360.0,1.0,8.800113946766308,6.565264970035361,2.772588722239781,8.901638932300326,False,False
1,1,0,1,0,360.0,1.0,9.046879822823149,7.071573364211532,2.833213344056216,9.176680170483548,True,False
1,1,1,1,0,360.0,1.0,7.02197642307216,6.539585955617669,2.302585092994046,7.502186486602924,False,True
0,1,2,0,1,360.0,0.0,9.030854790001436,7.182352111885263,2.302585092994046,9.176990392294629,True,False
1,1,0,1,0,360.0,1.0,9.2098402469345,8.047509510981422,3.6375861597263857,9.48189306249808,True,False
1,1,1,1,0,480.0,1.0,7.688455356549944,6.066108090103747,2.302585092994046,7.868254265520612,False,False
0,1,0,1,0,360.0,1.0,8.005367067316664,8.103191752285786,2.302585092994046,8.748463629942055,True,False
0,1,0,1,0,480.0,1.0,7.791109510610028,8.932872621931374,2.302585092994046,9.2098402469345,False,True
1,1,2,1,0,360.0,1.0,7.381501894506707,6.826545223556594,2.302585092994046,7.834788107388194,False,False
1,0,2,1,0,360.0,1.0,7.957877358489813,0.0,2.4849066497880004,7.957877358489813,False,True
1,0,0,1,0,360.0,0.0,8.79133399330135,0.0,3.258096538021482,8.79133399330135,False,False
1,1,1,1,0,360.0,0.0,7.750614732770409,6.440946540632921,2.302585092994046,7.989221408815276,True,False
0,1,0,1,0,360.0,1.0,8.606485298894999,6.885509670034818,3.091042453358316,8.770904744296864,True,False
1,1,0,1,0,360.0,1.0,8.258940462988459,6.595780513961311,2.5649493574615367,8.432288684325792,False,False
1,1,0,1,0,360.0,1.0,9.133027268873512,7.061334366910438,3.044522437723423,9.251578279992428,True,False
1,0,0,0,0,360.0,1.0,8.45638105201948,0.0,2.302585092994046,8.45638105201948,True,False
1,1,1,0,0,360.0,1.0,8.473241303887054,8.205218426395412,2.833213344056216,9.041211408968213,False,False
1,0,1,1,0,360.0,0.0,8.262816937670928,0.0,2.4849066497880004,8.262816937670928,False,True
0,1,0,0,0,84.0,1.0,8.520587424484253,8.166216268592143,2.302585092994046,9.05204779298159,False,True
1,0,0,1,0,480.0,1.0,9.063463176115423,0.0,3.4657359027997265,9.063463176115423,False,False
1,0,1,0,0,360.0,0.0,7.772331575169614,0.0,2.302585092994046,7.772331575169614,False,True
1,1,0,1,1,360.0,1.0,9.495519314209846,8.229244416735913,2.995732273553991,9.743788173778452,False,False
1,1,0,1,0,360.0,1.0,8.182279739259018,8.219056661060598,2.3978952727983707,8.893847217670283,False,True
0,1,0,0,0,300.0,0.0,9.023649282664286,8.17103418920548,3.1354942159291497,9.37864751738456,False,False
1,0,2,1,0,360.0,1.0,7.779048644925556,0.0,2.302585092994046,7.779048644925556,False,False
1,1,0,0,0,360.0,1.0,8.007700012884026,9.090091799380009,2.302585092994046,9.381769487603714,False,True
1,0,0,1,0,360.0,1.0,8.910720661951359,0.0,2.833213344056216,8.910720661951359,False,False
1,1,0,1,0,360.0,0.0,7.98139158158007,6.9985096422506015,2.302585092994046,8.299037181613066,False,True
1,1,2,1,0,300.0,1.0,8.54907938027856,7.085064293952548,2.833213344056216,8.756997183623556,True,False
1,1,0,1,0,180.0,1.0,8.580167990577626,7.660585461703256,2.302585092994046,8.915566545710647,False,True
1,0,2,1,0,360.0,0.0,9.212637731024866,0.0,2.5649493574615367,9.212637731024866,False,True
1,0,0,1,0,180.0,0.0,8.28121766128665,0.0,2.302585092994046,8.28121766128665,False,False
1,1,2,1,0,360.0,1.0,9.142061531222888,7.508787170634276,3.1354942159291497,9.320360017014732,True,False
1,1,1,1,0,360.0,1.0,8.509967146324497,8.493105395887147,2.302585092994046,9.194617411510944,False,True
1,1,1,0,0,360.0,0.0,8.67368398817567,8.765146421639022,2.772588722239781,9.413526083949446,True,False
1,0,3,1,0,36.0,1.0,7.937731775260109,0.0,2.302585092994046,7.937731775260109,False,False
0,0,1,0,0,360.0,1.0,8.155362120328135,0.0,2.302585092994046,8.155362120328135,False,False
1,1,1,1,0,360.0,1.0,7.829232537543592,8.505525386548555,2.302585092994046,8.916506080039204,False,True
0,1,2,1,0,360.0,1.0,7.79770203551669,8.828201089171515,2.302585092994046,9.133243321591216,True,False
1,1,0,1,0,360.0,1.0,8.870943863837724,7.59890045687141,2.3978952727983707,9.117896081584902,True,False
1,1,0,0,1,360.0,1.0,8.63141433550626,5.993961427306569,2.302585092994046,8.700347734514084,True,False
1,1,1,1,0,300.0,1.0,8.02059914989697,7.132497551660044,2.302585092994046,8.364973978438726,True,False
1,0,3,1,0,360.0,1.0,8.496786381638575,0.0,2.772588722239781,8.496786381638575,False,False
1,0,2,1,0,360.0,1.0,8.161660452056282,0.0,2.302585092994046,8.161660452056282,False,False
1,1,2,1,0,360.0,1.0,7.981733286691885,7.404279118037268,2.302585092994046,8.42704964156327,False,True
1,0,0,1,0,360.0,0.0,7.609862200913554,0.0,2.302585092994046,7.609862200913554,False,False
1,1,3,1,0,360.0,1.0,7.527793987721444,6.9167150203536085,2.302585092994046,7.96102146588337,False,False
1,1,3,0,0,360.0,0.0,8.350429973538136,8.205218426395412,2.302585092994046,8.973478148521036,True,False
1,0,2,0,0,360.0,1.0,8.172729104865471,0.0,2.3978952727983707,8.172729104865471,True,False
1,1,1,1,0,360.0,0.0,8.677780256064185,6.322565239927284,2.302585092994046,8.768263145371286,False,True
0,1,0,1,0,360.0,1.0,7.81762544305337,6.78332520060396,2.302585092994046,8.121480374750751,False,True
1,0,1,0,0,360.0,1.0,7.936660155225426,0.0,2.302585092994046,7.936660155225426,False,True
1,0,1,0,0,360.0,1.0,7.908754738783246,0.0,2.3978952727983707,7.908754738783246,False,True
1,1,0,1,0,360.0,1.0,8.451480648050856,7.388327859577107,2.3978952727983707,8.74798740166097,False,True
1,1,1,1,0,360.0,0.0,9.331672657143708,8.395703293828527,3.4339872044851463,9.662498208076329,False,True
1,0,0,0,0,360.0,1.0,8.443761913330354,0.0,2.302585092994046,8.443761913330354,False,True
0,1,0,1,1,360.0,1.0,8.774312958285378,7.289610521451167,2.70805020110221,8.978408314628894,True,False
1,1,0,1,1,360.0,1.0,8.891374009484636,6.746412128573375,2.302585092994046,9.001962272862446,True,False
1,1,1,1,0,360.0,1.0,7.2078598714324755,8.844336332748933,2.302585092994046,9.022081222515476,False,True
1,0,0,1,0,360.0,0.0,8.509967146324497,0.0,2.302585092994046,8.509967146324497,False,True
1,1,0,1,1,360.0,1.0,7.489412083508719,7.843848638152472,2.302585092994046,8.37516869138682,False,True
1,1,2,0,1,360.0,0.0,9.343384145733948,7.67693714581808,2.5649493574615367,9.516353401112688,False,False
1,1,1,1,0,360.0,0.0,7.7488913372555315,0.0,2.302585092994046,7.7488913372555315,False,False
1,0,0,1,0,360.0,1.0,7.738488122494646,0.0,2.302585092994046,7.738488122494646,True,False
1,0,3,1,0,360.0,1.0,7.552762084214147,0.0,2.302585092994046,7.552762084214147,True,False
1,1,0,1,0,360.0,1.0,7.372118028337787,7.746300662231439,2.302585092994046,8.269500767180615,False,True
1,1,0,1,1,360.0,0.0,7.874358824729881,6.773080375655535,2.302585092994046,8.161089512845797,False,False
1,1,0,1,0,360.0,1.0,8.189522110748094,8.005367067316664,2.302585092994046,8.794673401383422,True,False
0,0,0,1,0,360.0,1.0,9.22276289197474,0.0,2.9444389791664403,9.22276289197474,False,False
1,1,0,1,0,360.0,1.0,6.71901315438526,6.838405200847344,2.302585092994046,7.473069088032197,False,True
1,1,0,1,0,360.0,1.0,8.529911963824013,7.536363938404511,2.302585092994046,8.844768827529695,True,False
1,1,0,0,1,360.0,1.0,9.09549053029724,6.837332814685591,2.3978952727983707,9.194820560318146,True,False
1,0,0,0,0,360.0,1.0,8.631057447565285,0.0,2.8903717578961645,8.631057447565285,False,False
1,1,0,1,0,360.0,1.0,7.763021309018518,8.448914350662942,2.302585092994046,8.85666093701725,False,False
1,1,1,1,1,84.0,1.0,8.577911926450943,8.04044688130311,2.5649493574615367,9.03788993497749,False,False
1,1,0,1,0,360.0,1.0,8.815815203906352,7.906178840394815,2.3978952727983707,9.154087430425385,False,False
1,1,0,1,0,360.0,1.0,7.958227192322312,6.943122422819428,2.302585092994046,8.267192185932146,True,False
0,1,0,1,0,360.0,1.0,7.028201432058005,8.854664928370534,2.302585092994046,9.00380808646717,False,True
1,1,1,1,0,60.0,1.0,8.559869465696673,7.719573989259581,3.044522437723423,8.918516400357067,True,False
1,1,0,1,0,360.0,1.0,8.142063283104147,7.736743682453495,2.3978952727983707,8.65277248565806,False,True
0,0,0,1,0,360.0,1.0,7.766840537085513,0.0,2.302585092994046,7.766840537085513,False,True
1,1,3,1,0,360.0,1.0,8.426830751335846,6.675823221634848,2.302585092994046,8.586719254064848,True,False
1,1,0,1,0,360.0,1.0,8.101374671228582,7.364547014255642,2.302585092994046,8.492285555710053,False,False
1,1,1,1,0,360.0,1.0,8.132412674500905,7.301822342137932,2.302585092994046,8.493924564476883,False,False
0,0,0,1,0,360.0,1.0,8.020270472819238,0.0,2.4849066497880004,8.020270472819238,True,False
0,0,0,1,0,360.0,0.0,7.936302693201959,0.0,2.302585092994046,7.936302693201959,False,False
1,1,0,1,0,180.0,1.0,8.07837810362652,8.338305731356565,2.4849066497880004,8.909775673693389,False,False
1,0,1,1,1,360.0,1.0,8.21932609390609,0.0,2.302585092994046,8.21932609390609,True,False
1,1,1,1,0,360.0,1.0,8.912877287669296,7.179307969504034,2.302585092994046,9.075436609511382,False,True
1,0,0,0,1,360.0,0.0,6.952728644624869,0.0,2.302585092994046,6.952728644624869,True,False
1,0,0,0,0,360.0,1.0,7.970394907191429,0.0,2.3978952727983707,7.970394907191429,False,True
1,0,3,1,0,360.0,0.0,7.937374696163295,0.0,2.302585092994046,7.937374696163295,False,False
1,1,1,1,0,360.0,0.0,8.034306936339489,6.333279628139691,2.302585092994046,8.201660190808681,False,True
0,0,0,1,0,360.0,0.0,7.918992488165245,0.0,2.302585092994046,7.918992488165245,True,False
1,1,2,1,0,360.0,1.0,7.768110378525988,5.680172609017068,2.302585092994046,7.884576510596324,False,False
1,0,1,1,1,360.0,1.0,8.73294952429643,0.0,2.302585092994046,8.73294952429643,False,True
1,1,0,1,0,84.0,0.0,8.633374945705647,7.004881989712859,2.302585092994046,8.812396905266864,False,True
1,0,0,0,0,360.0,0.0,7.961370201719511,0.0,2.302585092994046,7.961370201719511,False,True
1,1,2,0,0,36.0,1.0,8.20685642839965,7.777373602657861,2.302585092994046,8.707978826622321,True,False
1,0,1,0,0,480.0,0.0,7.361375428977347,0.0,2.302585092994046,7.361375428977347,True,False
1,0,0,0,0,360.0,1.0,8.0519780789023,0.0,2.302585092994046,8.0519780789023,True,False
1,1,2,1,0,360.0,1.0,9.166179476190411,7.90100705199242,2.833213344056216,9.414668009032752,False,True
0,1,3,0,0,360.0,1.0,7.763021309018518,8.182838710766026,2.302585092994046,8.68777949199177,True,False
1,1,2,1,0,360.0,1.0,8.7879833961978,6.192362489474872,2.772588722239781,8.85978949474541,False,True
1,0,1,1,0,360.0,1.0,8.59044365315583,0.0,2.302585092994046,8.59044365315583,False,True
1,1,2,1,0,360.0,1.0,8.262816937670928,7.0707241072602764,2.302585092994046,8.527737405291909,False,True
0,0,3,1,1,360.0,1.0,9.275659838096823,0.0,2.995732273553991,9.275659838096823,False,True
0,1,2,1,1,360.0,1.0,8.65834547117212,8.319229938632326,2.772588722239781,9.19614002257504,True,False
1,1,0,0,0,480.0,1.0,8.761080103868347,7.726212650507529,2.302585092994046,9.06496771896043,True,False
0,1,0,1,0,360.0,1.0,9.172015257654516,8.032035314398824,3.555348061489413,9.44943600950432,False,False
1,0,0,0,0,360.0,0.0,6.505784060128229,0.0,2.302585092994046,6.505784060128229,True,False
1,0,0,1,1,360.0,1.0,8.620832226175724,0.0,2.5649493574615367,8.620832226175724,False,True
1,1,2,1,1,360.0,1.0,8.11552088154677,8.470520783217808,2.302585092994046,9.001715906761177,False,True
1,1,1,1,0,360.0,0.0,8.363575702750637,7.223295679562314,2.302585092994046,8.640825751861511,False,False
1,1,1,0,0,360.0,1.0,9.186252576447092,8.262300941787448,3.4339872044851463,9.520468633257794,False,True
1,1,0,1,0,180.0,1.0,8.532278828834277,7.247080584585756,2.302585092994046,8.776321456449956,False,True
1,1,1,1,0,360.0,1.0,8.351610750626559,6.97354301952014,2.833213344056216,8.576216531865699,True,False
1,1,1,1,0,360.0,1.0,8.942983665985647,6.20050917404269,2.302585092994046,9.005282288208358,False,False
0,1,2,0,0,360.0,1.0,8.788593431293735,8.271036865792954,2.8903717578961645,9.255982729854884,False,True
1,1,0,1,0,180.0,1.0,8.326274787396764,7.555381944240273,2.302585092994046,8.706324840138741,True,False
0,0,1,1,0,360.0,0.0,9.756031083068253,0.0,2.3978952727983707,9.756031083068253,True,False
1,0,0,1,0,360.0,1.0,8.23031079913502,0.0,2.6390573296152584,8.23031079913502,False,False
1,1,0,0,0,360.0,1.0,7.996653875462607,6.561030665896573,2.302585092994046,8.209852481301272,False,True
1,0,2,1,0,360.0,0.0,8.185907481482324,0.0,2.302585092994046,8.185907481482324,False,False
0,1,0,1,0,360.0,1.0,8.000349495324684,7.25063551189868,2.302585092994046,8.387084506069218,False,True
1,0,3,1,0,360.0,1.0,8.739536422559677,0.0,2.4849066497880004,8.739536422559677,False,False
1,1,0,1,0,360.0,0.0,8.120291313968561,7.21081845347222,2.302585092994046,8.458504195067558,True,False
1,0,0,1,0,360.0,1.0,8.494538500851432,0.0,2.5649493574615367,8.494538500851432,False,False
1,0,0,1,1,360.0,0.0,7.944846711001996,0.0,2.302585092994046,7.944846711001996,False,False
1,1,0,1,1,360.0,1.0,7.965892735084528,5.730099782973574,2.302585092994046,8.067149039910106,False,True
1,0,0,1,0,360.0,1.0,7.578145472419466,0.0,2.302585092994046,7.578145472419466,False,False
1,0,1,0,0,360.0,0.0,7.9247959139564355,0.0,2.302585092994046,7.9247959139564355,False,True
0,1,0,1,0,480.0,1.0,8.334951631422454,8.081165777725433,2.772588722239781,8.90910013492555,True,False
0,1,1,1,0,360.0,1.0,7.744136627627991,7.588829878307813,2.302585092994046,8.36240897761537,False,False
1,1,3,1,0,360.0,1.0,8.30943074214033,6.866933284461882,2.772588722239781,8.521384396034707,True,False
1,1,0,1,0,360.0,1.0,8.599878558034845,7.642044402873258,2.9444389791664403,8.924523226133914,False,True
0,1,2,1,0,360.0,1.0,8.444837529224097,6.693323668269949,2.772588722239781,8.604654467186233,False,False
1,1,0,0,0,360.0,1.0,8.747034264178168,8.616133139271142,2.302585092994046,9.376786579611847,True,False
1,1,0,1,0,360.0,1.0,9.243871855184976,8.867286523989415,3.58351893845611,9.766292313358283,False,True
0,1,1,0,0,360.0,1.0,8.069029328774958,7.532088143541722,2.3978952727983707,8.52912176228151,True,False
1,0,0,1,0,360.0,1.0,9.872512748236698,0.0,3.258096538021482,9.872512748236698,False,True
1,0,1,1,0,480.0,1.0,7.917900586327916,0.0,2.3978952727983707,7.917900586327916,True,False
1,0,1,1,1,360.0,0.0,8.538758969330798,0.0,2.302585092994046,8.538758969330798,True,False
1,1,3,0,0,360.0,1.0,8.478036476215044,7.379632152609552,2.302585092994046,8.765614549914716,True,False
1,1,0,1,0,360.0,1.0,8.387084506069217,7.637716432664798,2.833213344056216,8.774003600200931,True,False
1,0,3,1,0,360.0,1.0,8.084254106307318,0.0,2.302585092994046,8.084254106307318,False,True
1,1,0,1,0,360.0,0.0,8.95789673495042,7.239932591320469,2.9444389791664403,9.122819774446688,False,False
0,1,0,1,0,360.0,1.0,8.885579291282982,8.089482474360754,2.70805020110221,9.25779631313248,False,False
1,1,0,0,0,360.0,1.0,8.31434234336979,6.8679744089702925,2.302585092994046,8.525558107747864,False,True
0,1,2,1,1,360.0,1.0,9.49228099379885,7.975564658495202,3.951243718581428,9.690603690159534,True,False
